297,louangphrabang,Louangphrabang
298,xaignabouri,Xaignabouri
299,savannakhet,Savannakhet
300,lamam,Lamam
301,pakxe,Pakxe
302,attapu,Attapu
303,xamnua,Xam Nua
304,muangxai,Muang Xai
305,saravan,Saravan
306,champasak,Champasak
307,beirut,Beirut
308,zahle,Zahle
309,baalbek,Baalbek
310,babda,B'abda
311,halba,Halba
312,saida,Saida
313,nabatiyeettahta,Nabatiye et Tahta
314,trablous,Trablous
315,castries,Castries
316,gamprin,Gamprin
317,triesenberg,Triesenberg
318,schaan,Schaan
319,ruggell,Ruggell
320,mauren,Mauren
321,eschen,Eschen
322,triesen,Triesen
323,balzers,Balzers
324,vaduz,Vaduz
325,planken,Planken
326,schellenberg,Schellenberg
327,colombo,Colombo
328,ratnapura,Ratnapura
329,matara,Matara
330,srijawewardenepurakotte,Sri Jawewardenepura Kotte
331,moratuwa,Moratuwa
332,anuradhapura,Anuradhapura
333,galle,Galle
334,puttalan,Puttalan
335,kandy,Kandy
336,badulla,Badulla
337,trincomalee,Trincomalee
338,kilinochchi,Kilinochchi
339,batticaloa,Batticaloa
340,jaffna,Jaffna
341,bopolu,Bopolu
342,voinjama,Voinjama
343,robertsport,Robertsport
344,buchanan,Buchanan
345,monrovia,Monrovia
346,tubmanburg,Tubmanburg
347,buchanan,Buchanan
348,zwedru,Zwedru
349,barclayville,Barclayville
350,rivercess,Rivercess
351,fishtown,Fish Town
352,gbarnga,Gbarnga
353,kakata,Kakata
354,sanniquellie,Sanniquellie
355,greenville,Greenville
356,bensonville,Bensonville
357,harper,Harper
358,maseru,Maseru
359,mokhotlong,Mokhotlong
360,thabatseka,Thaba-Tseka
361,moyeni,Moyeni
362,qachasnek,Qacha's Nek
363,mafetang,Mafetang
364,hlotse,Hlotse
365,teyateyaneng,Teyateyaneng
366,mohaleshoek,Mohales Hoek
367,buthabuthe,Butha-Buthe
368,klaipeda,Klaipeda
369,palanga,Palanga
370,nida,Nida
371,kretinga,Kretinga
372,taurage,Taurage
373,silute,Silute
374,rietavas,Rietavas
375,plunge,Plunge
376,silale,Silale
377,visaginas,Visaginas
378,zarasai,Zarasai
379,ignalina,Ignalina
380,utena,Utena
381,svencionys,Svencionys
382,rokiskis,Rokiskis
383,moletai,Moletai
384,salcininkai,Salcininkai
385,vilnius,Vilnius
386,kupiskis,Kupiskis
387,trakai,Trakai
388,birzai,Birzai
389,anyksciai,Anyksciai
390,telsiai,Telsiai
391,kelme,Kelme
392,marijampole,Marijampole
393,lazdijai,Lazdijai
394,sakiai,Sakiai
395,radviliskis,Radviliskis
396,siauliai,Siauliai
397,birstonas,Birstonas
398,druskininkai,Druskininkai
399,kedainiai,Kedainiai
400,alytus,Alytus
401,prienai,Prienai
402,elektrenai,Elektrenai
403,kaunas,Kaunas
404,jonava,Jonava
405,kaisiadorys,Kaisiadorys
406,panevezys,Panevezys
407,joniskis,Joniskis
408,kazluruda,Kazlu Ruda
409,vilkaviskis,Vilkaviskis
410,pasvalys,Pasvalys
411,pakruojis,Pakruojis
412,raseiniai,Raseiniai
413,pagegiai,Pagegiai
414,jurbarkas,Jurbarkas
415,kalvarija,Kalvarija
416,sirvintos,Sirvintos
417,skuodas,Skuodas
418,mazeikiai,Mazeikiai
419,akmene,Akmene
420,ukmerge,Ukmerge
421,varena,Varena
422,capellen,Capellen
423,eschsuralzette,Esch-sur-Alzette
424,remich,Remich
425,echternach,Echternach
426,mersch,Mersch
427,redangesurattert,Redange-sur-Attert
428,vianden,Vianden
429,wiltz,Wiltz
430,clervaux,Clervaux
431,diekirch,Diekirch
432,grevenmacher,Grevenmacher
433,luxembourg,Luxembourg
434,skrunda,Skrunda
435,daugavpils,Daugavpils
436,jekabpils,Jekabpils
437,aglona,Aglona
438,lielvarde,Lielvarde
439,saldus,Saldus
440,ozolnieki,Ozolnieki
441,broceni,Broceni
442,jelgava,Jelgava
443,pilsrundale,Pilsrundale
444,dobele,Dobele
445,iecava,Iecava
446,jaunpils,Jaunpils
447,auce,Auce
448,tukums,Tukums
449,tervete,Tervete
450,salacgriva,Salacgriva
451,ventspils,Ventspils
452,dundaga,Dundaga
453,jaunjelgava,Jaunjelgava
454,nereta,Nereta
455,alsunga,Alsunga
456,kuldiga,Kuldiga
457,pavilosta,Pavilosta
458,pinki,Pinki
459,adazi,Adazi
460,kandava,Kandava
461,roja,Roja
462,carnikava,Carnikava
463,garkalne,Garkalne
464,saulkrasti,Saulkrasti
465,smarde,Smarde
466,mersrags,Mersrags
467,talsi,Talsi
468,jurmala,Jurmala
469,marupe,Marupe
470,ulbroka,Ulbroka
471,zilupe,Zilupe
472,ludza,Ludza
473,dagda,Dagda
474,baltinava,Baltinava
475,cibla,Cibla
476,karsava,Karsava
477,riga,Riga
478,kraslava,Kraslava
479,limbazi,Limbazi
480,preili,Preili
481,vecvarkava,Vecvarkava
482,ilukste,Ilukste
483,nica,Nica
484,bauska,Bauska
485,vilaka,Vilaka
486,livani,Livani
487,aluksne,Aluksne
488,rezekne,Rezekne
489,rugaji,Rugaji
490,riebini,Riebini
491,vilani,Vilani
492,varaklani,Varaklani
493,ape,Ape
494,madona,Madona
495,jaunpiebalga,Jaunpiebalga
496,lubana,Lubana
497,gulbene,Gulbene
498,balvi,Balvi
499,akniste,Akniste
500,viesite,Viesite
501,cesvaine,Cesvaine
502,kegums,Kegums
503,vecpiebalga,Vecpiebalga
504,smiltene,Smiltene
505,drabesi,Drabesi
506,cesis,Cesis
507,ergli,Ergli
508,valka,Valka
509,grobina,Grobina
510,strenci,Strenci
511,murmuiza,Murmuiza
512,mazsalaca,Mazsalaca
513,aloja,Aloja
514,burtnieki,Burtnieki
515,koknese,Koknese
516,aizkraukle,Aizkraukle
517,skriveri,Skriveri
518,baldone,Baldone
519,vecumnieki,Vecumnieki
520,sala,Sala
521,plavinas,Plavinas
522,liepaga,Liepaga
523,rujiena,Rujiena
524,naukseni,Naukseni
525,liegi,Liegi
526,rauna,Rauna
527,aizpute,Aizpute
528,koceni,Koceni
529,valmiera,Valmiera
530,sigulda,Sigulda
531,priekuli,Priekuli
532,ogre,Ogre
533,ragana,Ragana
534,loja,Loja
535,ropazi,Ropazi
536,priekule,Priekule
537,rucava,Rucava
538,salaspils,Salaspils
539,ikskile,Ikskile
540,incukalns,Incukalns
541,malpils,Malpils
542,olaine,Olaine
543,kekava,Kekava
544,ligatne,Ligatne
545,stalbe,Stalbe
546,vainode,Vainode
547,tripoli,Tripoli
548,gharyan,Gharyan
549,surt,Surt
550,marzuq,Marzuq
551,sabha,Sabha
552,misratah,Misratah
553,alaziziyah,Al `Aziziyah
554,zuwarah,Zuwarah
555,nalut,Nalut
556,hun,Hun
557,darnah,Darnah
558,albayda,Al Bayda
559,azzawiyah,Az Zawiyah
560,tajarhi,Tajarhi
561,aljaghbub,Al Jaghbub
562,awjilah,Awjilah
563,alkhums,Al Khums
564,ajdabiya,Ajdabiya
565,alkufrah,Al Kufrah
566,aljawf,Al Jawf
567,assidr,As Sidr
568,ummalabid,Umm al Abid
569,banghazi,Banghazi
570,dirj,Dirj
571,mizdah,Mizdah
572,ghadamis,Ghadamis
573,qaminis,Qaminis
574,awbari,Awbari
575,ghat,Ghat
576,baniwalid,Bani Walid
577,zillah,Zillah
578,tmassah,Tmassah
579,idri,Idri
580,elagheila,El Agheila
581,birak,Birak
582,maradah,Maradah
583,shahhat,Shahhat
584,almarj,Al Marj
585,tubruq,Tubruq
586,kenitra,Kenitra
587,goulimine,Goulimine
588,fez,Fez
589,casablanca,Casablanca
590,agadir,Agadir
591,benimellal,Beni Mellal
592,tangier,Tangier
593,settat,Settat
594,oujda,Oujda
595,meknes,Meknes
596,rabat,Rabat
597,marrakesh,Marrakesh
598,eljadida,El Jadida
599,errachidia,Er Rachidia
600,tantan,Tan Tan
601,taza,Taza
602,larache,Larache
603,ksarelkebir,Ksar El Kebir
604,safi,Safi
605,tiznit,Tiznit
606,ouezzane,Ouezzane
607,monaco,Monaco
608,leova,Leova
609,rezina,Rezina
610,causeni,Causeni
611,riscani,Riscani
612,singerei,Singerei
613,falesti,Falesti
614,floresti,Floresti
615,soldanesti,Soldanesti
616,stefanvoda,Stefan Voda
617,orhei,Orhei
618,comrat,Comrat
619,cimislia,Cimislia
620,cantemir,Cantemir
621,basarabeasca,Basarabeasca
622,edinet,Edinet
623,ocnita,Ocnita
624,drochia,Drochia
625,donduseni,Donduseni
626,briceni,Briceni
627,ialoveni,Ialoveni
628,balti,Balti
629,criuleni,Criuleni
630,bender,Bender
631,aneniinoi,Anenii Noi
632,cahul,Cahul
633,chisinau,Chisinau
634,straseni,Straseni
635,tiraspol,Tiraspol
636,telenesti,Telenesti
637,taraclia,Taraclia
638,dubasari,Dubasari
639,cocieri,Cocieri
640,calarasi,Calarasi
641,glodeni,Glodeni
642,hincesti,Hincesti
643,nisporeni,Nisporeni
644,soroca,Soroca
645,ungheni,Ungheni
646,berane,Berane
647,plav,Plav
648,andrijevica,Andrijevica
649,petnjica,Petnjica
650,gusinje,Gusinje
651,kolasin,Kolasin
652,podgorica,Podgorica
653,bijelopolje,Bijelo Polje
654,bar,Bar
655,budva,Budva
656,cetinje,Cetinje
657,danilovgrad,Danilovgrad
658,hercegnovi,Herceg-Novi
659,kotor,Kotor
660,mojkovac,Mojkovac
661,niksic,Niksic
662,pluzine,Pluzine
663,pljevlja,Pljevlja
664,rozaje,Rozaje
665,savnik,Savnik
666,tivat,Tivat
667,ulcinj,Ulcinj
668,zabljak,Zabljak
669,marigot,Marigot
670,antananarivo,Antananarivo
671,toamasina,Toamasina
672,antalaha,Antalaha
673,maroantsetra,Maroantsetra
674,mandritsara,Mandritsara
675,besalampy,Besalampy
676,marovoay,Marovoay
677,andoany,Andoany
678,mahajanga,Mahajanga
679,ambanja,Ambanja
680,antsiranana,Antsiranana
681,miandrivazo,Miandrivazo
682,mananjary,Mananjary
683,morombe,Morombe
684,toliara,Toliara
685,manja,Manja
686,fianarantsoa,Fianarantsoa
687,androka,Androka
688,bekiy,Bekiy
689,antsirabe,Antsirabe
690,antsohihy,Antsohihy
691,maintirano,Maintirano
692,ambatondrazaka,Ambatondrazaka
693,farafangana,Farafangana
694,ihosy,Ihosy
695,morondava,Morondava
696,tolanaro,Tolanaro
697,sambava,Sambava
698,majuro,Majuro
699,vevcani,Vevcani
700,kocani,Kocani
701,staronagoricane,Staro Nagoricane
702,radovis,Radovis
703,sopiste,Sopiste
704,petrovec,Petrovec
705,bosilovo,Bosilovo
706,zrnovci,Zrnovci
707,gradsko,Gradsko
708,lipkovo,Lipkovo
709,lozovo,Lozovo
710,plasnica,Plasnica
711,aracinovo,Aracinovo
712,studenicani,Studenicani
713,resen,Resen
714,bogovinje,Bogovinje
715,vinica,Vinica
716,belcista,Belcista
717,mogila,Mogila
718,veles,Veles
719,kavadarci,Kavadarci
720,kumanovo,Kumanovo
721,ohrid,Ohrid
722,strumica,Strumica
723,makedonskibrod,Makedonski Brod
724,rostusa,Rostusa
725,struga,Struga
726,cucersandevo,Cucer-Sandevo
727,novoselo,Novo Selo
728,zelenikovo,Zelenikovo
729,stardojran,Star Dojran
730,skopje,Skopje
731,stip,Stip
732,makedonskakamenica,Makedonska Kamenica
733,ilinden,Ilinden
734,demirhisar,Demir Hisar
735,zelino,Zelino
736,prilep,Prilep
737,bitola,Bitola
738,krivogastani,Krivogastani
739,krusevo,Krusevo
740,vasilevo,Vasilevo
741,gostivar,Gostivar
742,vrapciste,Vrapciste
743,novaci,Novaci
744,caska,Caska
745,kratovo,Kratovo
746,probistip,Probistip
747,debar,Debar
748,centarzupa,Centar Zupa
749,rosoman,Rosoman
750,jegunovce,Jegunovce
751,demirkapija,Demir Kapija
752,negotino,Negotino
753,konce,Konce
754,dolneni,Dolneni
755,svetinikole,Sveti Nikole
756,valandovo,Valandovo
757,kicevo,Kicevo
758,delcevo,Delcevo
759,tetovo,Tetovo
760,cesinovo,Cesinovo
761,karbinci,Karbinci
762,tearce,Tearce
763,krivapalanka,Kriva Palanka
764,rankovce,Rankovce
765,pehcevo,Pehcevo
766,gevgelija,Gevgelija
767,bogdanci,Bogdanci
768,berovo,Berovo
769,brvenica,Brvenica
770,aguelhok,Aguelhok
771,bamako,Bamako
772,kidal,Kidal
773,bourem,Bourem
774,mopti,Mopti
775,gao,Gao
776,satadougou,Satadougou
777,koulikoro,Koulikoro
778,sikasso,Sikasso
779,araouane,Araouane
780,segou,Segou
781,timbuktu,Timbuktu
782,markala,Markala
783,taoudenni,Taoudenni
784,kayes,Kayes
785,sokolo,Sokolo
786,kita,Kita
787,nara,Nara
788,kati,Kati
789,kangaba,Kangaba
790,san,San
791,bougouni,Bougouni
792,koutiala,Koutiala
793,djenne,Djenne
794,yelimane,Yelimane
795,bafoulabe,Bafoulabe
796,niorodusahel,Nioro du Sahel
797,goundam,Goundam
798,menaka,Menaka
799,tessalit,Tessalit
800,banamba,Banamba
801,rangoon,Rangoon
802,allanmyo,Allanmyo
803,mudon,Mudon
804,mawlamyine,Mawlamyine
805,phyarpon,Phyarpon
806,labutta,Labutta
807,dawei,Dawei
808,myeik,Myeik
809,ye,Ye
810,namtu,Namtu
811,hinthada,Hinthada
812,thongwa,Thongwa
813,bago,Bago
814,pathein,Pathein
815,yandoon,Yandoon
816,wakema,Wakema
817,pyay,Pyay
818,chauk,Chauk
819,myitkyina,Myitkyina
820,monywa,Monywa
821,naypyidaw,Naypyidaw
822,loikaw,Loikaw
823,yaynangyoung,Yaynangyoung
824,kyaukphyu,Kyaukphyu
825,magway,Magway
826,shwebo,Shwebo
827,sagaing,Sagaing
828,myingyan,Myingyan
829,pakokku,Pakokku
830,mandalay,Mandalay
831,taunggyi,Taunggyi
832,pyu,Pyu
833,taungoo,Taungoo
834,letpadan,Letpadan
835,sittwe,Sittwe
836,paan,Pa-an
837,hakha,Hakha
838,olgiy,Olgiy
839,mandalgovi,Mandalgovi
840,ulaanbaatar,Ulaanbaatar
841,moron,Moron
842,darhan,Darhan
843,erdenet,Erdenet
844,uliastay,Uliastay
845,choyr,Choyr
846,altay,Altay
847,buyantuhaa,Buyant-Uhaa
848,choybalsan,Choybalsan
849,ulaangom,Ulaangom
850,bulgan,Bulgan
851,arvayheer,Arvayheer
852,tsetserleg,Tsetserleg
853,bayankhongor,Bayankhongor
854,darhan,Darhan
855,dzuunharaa,Dzuunharaa
856,dzuunmod,Dzuunmod
857,ondorhaan,Ondorhaan
858,dalandzadgad,Dalandzadgad
859,ulaanuul,Ulaan-Uul
860,hodrogo,Hodrogo
861,baruunurt,Baruun Urt
862,suchboatar,Suchboatar
863,dundus,Dund-Us
864,macau,Macau
865,fortdefrance,Fort-de-France
866,bogue,Bogue
867,chegga,Chegga
868,boutilimit,Boutilimit
869,timbedra,Timbedra
870,birmogrein,Bir Mogrein
871,fderik,Fderik
872,selibaby,Selibaby
873,aleg,Aleg
874,akjoujt,Akjoujt
875,kiffa,Kiffa
876,nema,Nema
877,nouadhibou,Nouadhibou
878,rosso,Rosso
879,tidjikdja,Tidjikdja
880,atar,Atar
881,kaedi,Kaedi
882,zouirat,Zouirat
883,arafat,Arafat
884,darnaim,Dar Naim
885,tevraghzeina,Tevragh Zeina
886,nouakchott,Nouakchott
887,ayounelatrous,Ayoun el Atrous
888,plymouth,Plymouth
889,birzebbuga,Birzebbuga
890,marsaskala,Marsaskala
891,marsaxlokk,Marsaxlokk
892,kirkop,Kirkop
893,pieta,Pieta
894,zejtun,Zejtun
895,attard,Attard
896,pembroke,Pembroke
897,zebbug,Zebbug
898,taxbiex,Ta' Xbiex
899,sliema,Sliema
900,sanlawrenz,San Lawrenz
901,imqabba,Imqabba
902,imdina,Imdina
903,qala,Qala
904,imtarfa,Imtarfa
905,zurrieq,Zurrieq
906,gudja,Gudja
907,sannat,Sannat
908,valletta,Valletta
909,zabbar,Zabbar
910,luqa,Luqa
911,qormi,Qormi
912,imgarr,Imgarr
913,saintpaulsbay,Saint Paul's Bay
914,qrendi,Qrendi
915,munxar,Munxar
916,hamrun,Hamrun
917,naxxar,Naxxar
918,ghaxaq,Ghaxaq
919,ghasri,Ghasri
920,victoria,Victoria
921,iklin,Iklin
922,gharghur,Gharghur
923,dingli,Dingli
924,siggiewi,Siggiewi
925,xewkija,Xewkija
926,lija,Lija
927,safi,Safi
928,senglea,Senglea
929,xaghra,Xaghra
930,xghajra,Xghajra
931,zebbug,Zebbug
932,gzira,Gzira
933,imsida,Imsida
934,kalkara,Kalkara
935,kercem,Kercem
936,mellieha,Mellieha
937,mosta,Mosta
938,nadur,Nadur
939,paola,Paola
940,rabat,Rabat
941,marsa,Marsa
942,sangiljan,San Giljan
943,sangwann,San Gwann
944,santalucija,Santa Lucija
945,santavenera,Santa Venera
946,swieqi,Swieqi
947,tarxien,Tarxien
948,balzan,Balzan
949,vittoriosa,Vittoriosa
950,birkirkara,Birkirkara
951,cospicua,Cospicua
952,fgura,Fgura
953,floriana,Floriana
954,fontana,Fontana
955,ghajnsielem,Ghajnsielem
956,gharb,Gharb
957,portlouis,Port Louis
958,curepipe,Curepipe
959,male,Male
960,dhidhdhoo,Dhidhdhoo
961,eydhafushi,Eydhafushi
962,felidhoo,Felidhoo
963,funadhoo,Funadhoo
964,hithadhoo,Hithadhoo
965,kudahuvadhoo,Kudahuvadhoo
966,magoodhoo,Magoodhoo
967,kulhudhuffushi,Kulhudhuffushi
968,mahibadhoo,Mahibadhoo
969,manadhoo,Manadhoo
970,muli,Muli
971,naifaru,Naifaru
972,thinadhoo,Thinadhoo
973,ungoofaaru,Un'goofaaru
974,veymandoo,Veymandoo
975,villingili,Villin'gili
976,fonadhoo,Fonadhoo
977,fuvahmulaku,Fuvahmulaku
978,rasdhoo,Rasdhoo
979,thulusdhoo,Thulusdhoo
980,thyolo,Thyolo
981,mwanza,Mwanza
982,chiradzulu,Chiradzulu
983,karonga,Karonga
984,neno,Neno
985,zomba,Zomba
986,chikwawa,Chikwawa
987,mulanje,Mulanje
988,blantyre,Blantyre
989,chiromo,Chiromo
990,phalombe,Phalombe
991,nsanje,Nsanje
992,nkhatabay,Nkhata Bay
993,rumphi,Rumphi
994,chitipa,Chitipa
995,mzuzu,Mzuzu
996,mzimba,Mzimba
997,ntchisi,Ntchisi
998,dowa,Dowa
999,mchinji,Mchinji
1000,nkhotakota,Nkhotakota
1001,kasungu,Kasungu
1002,ntcheu,Ntcheu
1003,dedza,Dedza
1004,salima,Salima
1005,lilongwe,Lilongwe
1006,mangochi,Mangochi
1007,balaka,Balaka
1008,machinga,Machinga
1009,nacozaridegarcia,Nacozari de Garcia
1010,nuevarosita,Nueva Rosita
1011,sanfelipe,San Felipe
1012,zacatecas,Zacatecas
1013,irapuato,Irapuato
1014,vicenteguerrero,Vicente Guerrero
1015,sanquintin,San Quintin
1016,chetumal,Chetumal
1017,esperanza,Esperanza
1018,izamal,Izamal
1019,ticul,Ticul
1020,villahermosa,Villahermosa
1021,mazatlan,Mazatlan
1022,ciudadvictoria,Ciudad Victoria
1023,mexicali,Mexicali
1024,aguascalientes,Aguascalientes
1025,chihuahua,Chihuahua
1026,guanajuato,Guanajuato
1027,chilpancingo,Chilpancingo
1028,pachuca,Pachuca
1029,guadalajara,Guadalajara
1030,cuernavaca,Cuernavaca
1031,monterrey,Monterrey
1032,lazarocardenas,Lazaro Cardenas
1033,miahuatlan,Miahuatlan
1034,mitla,Mitla
1035,valladolid,Valladolid
1036,ciudadconstitucion,Ciudad Constitucion
1037,villaunion,Villa Union
1038,eldorado,Eldorado
1039,tekax,Tekax
1040,montemorelos,Montemorelos
1041,xalapa,Xalapa
1042,teziutlan,Teziutlan
1043,motul,Motul
1044,merida,Merida
1045,guerreronegro,Guerrero Negro
1046,saltillo,Saltillo
1047,puntaprieta,Punta Prieta
1048,salinacruz,Salina Cruz
1049,durango,Durango
